CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,FirstPurchase,LastPurchase,TenureDays,RecencyDays,AvgOrderValue,HistoricalLTV,PredictedLTV_Next6Months
12403,50,5,427.7,3,1,2,312,Others,2011-10-21 10:51:00,2011-10-21 10:51:00,49,49,85.53999999999999,427.7,1109.3335
12405,149,54,1710.39,2,3,4,234,At Risk,2011-07-14 08:52:00,2011-07-14 08:52:00,148,148,31.67388888888889,1710.39,962.232
12406,22,105,3415.3,4,4,5,445,Champions,2011-06-09 10:23:00,2011-11-17 19:22:00,183,21,32.52666666666667,3415.3,4252.041699999997
12407,50,77,1708.12,3,4,4,344,Loyal,2011-03-20 13:21:00,2011-10-21 10:11:00,263,49,22.18337662337662,1708.12,1550.1753999999992
12408,33,105,2888.55,4,4,5,445,Champions,2011-03-24 14:46:00,2011-11-07 12:27:00,259,32,27.51,2888.55,3829.8623999999986
12409,79,109,11072.67,2,4,5,245,At Risk,2011-06-10 12:19:00,2011-09-22 10:38:00,182,78,101.58412844036695,11072.67,10470.811099999997
12410,309,26,693.33,1,2,3,123,Others,2011-02-04 10:38:00,2011-02-04 10:39:00,308,308,26.66653846153846,693.33,764.8863
12412,75,61,1226.88,2,4,4,244,At Risk,2011-06-23 13:51:00,2011-09-26 10:16:00,168,74,20.112786885245903,1226.88,1304.1955
12413,67,38,758.1,3,3,3,333,Loyal,2011-01-06 16:12:00,2011-10-04 09:00:00,336,66,19.95,758.1,876.4662000000001
12414,217,18,562.4100000000001,1,2,3,123,Others,2011-02-02 14:51:00,2011-05-06 14:51:00,309,216,31.245000000000005,562.4100000000001,694.5149999999998
12415,24,714,124914.53,4,5,5,455,Champions,2011-01-06 11:12:00,2011-11-15 14:22:00,337,23,174.95032212885152,124914.53,106067.86189999996
12417,3,192,3649.1,5,5,5,555,Champions,2010-12-17 11:51:00,2011-12-06 14:52:00,357,2,19.005729166666665,3649.1,2561.258899999999
12418,113,34,668.58,2,3,3,233,Others,2011-08-19 11:08:00,2011-08-19 11:08:00,112,112,19.664117647058823,668.58,757.6678000000003
12420,64,29,600.39,3,2,3,323,Others,2011-10-07 08:55:00,2011-10-07 08:55:00,63,63,20.70310344827586,600.39,499.89209999999997
12421,16,45,807.04,4,3,3,433,Loyal,2011-01-24 15:09:00,2011-11-24 09:07:00,318,15,17.93422222222222,807.04,580.9220999999999
12422,96,39,803.5600000000001,2,3,3,233,Others,2011-01-19 09:13:00,2011-09-05 09:48:00,324,95,20.604102564102565,803.5600000000001,825.3764000000004
12423,1,125,1859.31,5,5,4,554,Champions,2010-12-21 10:54:00,2011-12-09 10:10:00,353,0,14.87448,1859.31,1800.2544000000007
12424,163,30,1760.96,2,3,4,234,At Risk,2011-06-30 12:06:00,2011-06-30 12:06:00,162,162,58.69866666666667,1760.96,777.0240999999999
12425,78,36,777.2,2,3,3,233,Others,2011-09-22 17:31:00,2011-09-22 17:31:00,77,77,21.58888888888889,777.2,1440.3970000000004
12426,195,30,582.73,1,3,3,133,Others,2011-05-29 12:26:00,2011-05-29 12:26:00,194,194,19.424333333333333,582.73,475.1316000000001
12427,22,31,825.8000000000001,4,3,3,433,Loyal,2010-12-03 10:44:00,2011-11-18 08:56:00,371,21,26.63870967741936,825.8000000000001,758.4122000000002
12428,26,294,7956.46,4,5,5,455,Champions,2011-03-01 09:33:00,2011-11-14 08:22:00,283,25,27.062789115646257,7956.46,5879.114200000002
12429,9,97,3750.4,5,4,5,545,Champions,2010-12-09 12:05:00,2011-11-30 17:22:00,365,8,38.66391752577319,3750.4,4394.964600000003
12430,43,11,256.4,3,1,2,312,Others,2011-10-27 15:09:00,2011-10-27 15:09:00,42,42,23.30909090909091,256.4,527.9398
12431,36,235,6487.45,3,5,5,355,Loyal,2010-12-01 10:03:00,2011-11-04 11:55:00,373,35,27.60617021276596,6487.45,6062.592799999998
12432,43,108,5059.32,3,4,5,345,Loyal,2011-06-20 13:27:00,2011-10-28 11:43:00,171,42,46.84555555555556,5059.32,5844.466700000002
12433,1,420,13375.87,5,5,5,555,Champions,2010-12-01 13:24:00,2011-12-09 10:02:00,372,0,31.847309523809525,13375.87,16798.79659999999
12434,85,50,806.14,2,3,3,233,Others,2011-03-24 13:05:00,2011-09-16 12:38:00,259,84,16.122799999999998,806.14,676.2565
12435,80,36,7829.89,2,3,5,235,At Risk,2011-03-17 07:40:00,2011-09-21 09:06:00,267,79,217.49694444444447,7829.89,5169.177299999999
12436,100,16,509.01,2,2,3,223,Others,2011-09-01 12:09:00,2011-09-01 12:09:00,99,99,31.813125,509.01,388.0855
12437,2,199,4951.41,5,5,5,555,Champions,2011-01-12 14:13:00,2011-12-08 11:35:00,330,1,24.88145728643216,4951.41,5075.674400000007
12438,14,98,2906.85,4,4,5,445,Champions,2011-07-22 13:29:00,2011-11-25 13:28:00,139,13,29.66173469387755,2906.85,2466.0464999999995
12441,367,11,173.55,1,1,1,111,Others,2010-12-08 10:45:00,2010-12-08 10:45:00,366,366,15.77727272727273,173.55,114.1207
12442,3,12,172.06,5,1,1,511,New,2011-12-06 14:22:00,2011-12-06 14:22:00,2,2,14.338333333333331,172.06,291.5829000000001
12444,21,176,5005.46,4,5,5,455,Champions,2011-06-21 14:00:00,2011-11-18 13:23:00,170,20,28.44011363636364,5005.46,5195.4473000000025
12445,22,4,133.4,4,1,1,411,New,2011-11-17 18:43:00,2011-11-17 18:43:00,21,21,33.35,133.4,164.8067999999998
12446,58,57,1002.31,3,3,4,334,Loyal,2011-10-13 12:50:00,2011-10-13 12:50:00,57,57,17.584385964912283,1002.3100000000001,1263.5556999999994
12447,243,26,476.49,1,2,2,122,Others,2011-04-10 13:25:00,2011-04-10 13:25:00,242,242,18.326538461538465,476.49,437.54720000000003
12448,44,22,449.45,3,2,2,322,Others,2011-10-26 13:46:00,2011-10-26 13:46:00,43,43,20.42954545454545,449.45,472.1045
12449,22,191,4067.29,4,5,5,455,Champions,2011-06-05 15:37:00,2011-11-17 13:46:00,186,21,21.294712041884814,4067.29,4535.530500000001
12450,156,8,197.88,2,1,1,211,Others,2011-06-19 14:36:00,2011-07-06 14:41:00,172,155,24.735,197.88,707.9294
12451,11,354,9035.52,5,5,5,555,Champions,2011-01-19 09:05:00,2011-11-29 08:40:00,324,10,25.52406779661017,9035.52,9563.949799999993
12452,17,22,430.5700000000001,4,2,2,422,New,2011-11-23 08:05:00,2011-11-23 10:28:00,16,16,19.57136363636364,430.57000000000005,713.5246999999997
12453,134,43,707.09,2,3,3,233,Others,2011-07-28 14:08:00,2011-07-28 14:08:00,133,133,16.443953488372095,707.09,1030.2953000000002
12454,56,15,3528.34,3,2,5,325,Others,2011-10-14 17:13:00,2011-10-14 17:13:00,55,55,235.22266666666667,3528.34,4500.475
12455,73,90,2466.86,2,4,5,245,At Risk,2011-02-16 09:56:00,2011-09-27 15:31:00,296,72,27.40955555555556,2466.86,3103.8709
12456,44,125,3181.04,3,5,5,355,Loyal,2011-03-30 09:12:00,2011-10-26 14:41:00,254,43,25.44832,3181.04,4600.509600000002
12457,66,62,2363.23,3,4,5,345,Loyal,2011-04-14 18:57:00,2011-10-04 13:13:00,238,65,38.11661290322581,2363.23,1814.9052999999997
12458,71,38,947.4,3,3,4,334,Loyal,2011-02-28 10:55:00,2011-09-29 15:25:00,284,70,24.931578947368426,947.4,919.6511999999999
12461,94,35,826.88,2,3,3,233,Others,2011-07-08 10:23:00,2011-09-06 16:57:00,154,93,23.62514285714286,826.88,1195.1276000000003
12462,19,62,1189.59,4,4,4,444,Champions,2011-02-09 14:44:00,2011-11-21 09:11:00,302,18,19.186935483870965,1189.59,1746.7521000000006
12463,53,83,1344.78,3,4,4,344,Loyal,2011-04-12 12:47:00,2011-10-17 13:44:00,241,52,16.202168674698793,1344.78,1160.2457000000006
12464,10,29,1212.05,5,2,4,524,Others,2011-02-03 13:30:00,2011-11-29 13:33:00,308,9,41.79482758620689,1212.05,1137.2410000000007
12465,17,47,742.19,4,3,3,433,Loyal,2011-06-23 13:37:00,2011-11-22 16:34:00,168,16,15.791276595744682,742.19,715.8953999999998
12468,188,38,729.54,1,3,3,133,Others,2011-01-27 13:29:00,2011-06-05 11:36:00,315,187,19.198421052631577,729.54,684.3211000000001
12471,2,460,19824.05,5,5,5,555,Champions,2010-12-10 09:35:00,2011-12-07 15:43:00,364,1,43.09576086956522,19824.05,23922.702899999997
12472,32,339,6572.11,4,5,5,455,Champions,2010-12-05 14:19:00,2011-11-07 14:01:00,368,31,19.386755162241887,6572.11,6251.843799999999
12473,29,168,3938.55,4,5,5,455,Champions,2011-06-01 10:15:00,2011-11-10 13:46:00,191,28,23.44375,3938.55,5746.8539999999975
12474,17,424,7375.79,4,5,5,455,Champions,2011-01-14 10:06:00,2011-11-22 14:39:00,329,16,17.395731132075472,7375.79,5589.432300000001
12475,54,36,723.38,3,3,3,333,Loyal,2011-10-17 10:10:00,2011-10-17 10:10:00,53,53,20.093888888888888,723.38,801.2597999999997
12476,16,233,6816.42,4,5,5,455,Champions,2010-12-13 14:39:00,2011-11-24 12:40:00,360,15,29.255021459227468,6816.42,6517.4088999999985
12477,23,300,13219.74,4,5,5,455,Champions,2011-02-11 12:45:00,2011-11-17 09:51:00,301,22,44.0658,13219.74,13866.780799999991
12478,4,36,680.99,5,3,3,533,Loyal,2011-12-06 09:56:00,2011-12-06 09:56:00,3,3,18.91638888888889,680.99,1534.5883999999994
12479,11,31,527.2,5,3,3,533,Loyal,2011-11-28 13:26:00,2011-11-28 13:26:00,10,10,17.006451612903227,527.2,811.7159999999999
12480,28,154,3281.63,4,5,5,455,Champions,2011-01-07 15:27:00,2011-11-11 14:52:00,335,27,21.309285714285718,3281.63,4464.772899999999
12481,23,217,5596.32,4,5,5,455,Champions,2010-12-09 10:13:00,2011-11-17 08:29:00,365,22,25.7894930875576,5596.32,5287.959700000002
12483,17,75,2484.98,4,4,5,445,Champions,2011-01-04 14:20:00,2011-11-22 17:02:00,338,16,33.133066666666664,2484.98,3355.287900000001
12484,33,346,4541.72,4,5,5,455,Champions,2011-01-07 14:04:00,2011-11-07 11:37:00,335,32,13.126358381502891,4541.72,3833.8482000000013
12488,10,55,1298.66,5,3,4,534,Loyal,2011-09-25 10:34:00,2011-11-30 08:50:00,75,9,23.612,1298.66,1287.3772999999992
12489,336,15,334.93,1,2,2,122,Others,2011-01-07 13:13:00,2011-01-07 13:13:00,335,335,22.328666666666667,334.93,341.51709999999997
12490,5,245,5417.93,5,5,5,555,Champions,2011-01-14 09:13:00,2011-12-04 16:07:00,329,4,22.114,5417.93,6250.069300000003
12491,39,26,460.4,3,2,2,322,Others,2011-11-01 12:18:00,2011-11-01 12:18:00,38,38,17.70769230769231,460.40000000000003,260.38500000000005
12492,63,20,263.21000000000004,3,2,2,322,Others,2011-08-26 14:51:00,2011-10-07 15:15:00,104,62,13.160500000000004,263.21000000000004,411.8822
12493,166,22,433.74,2,2,2,222,Others,2011-05-26 14:53:00,2011-06-27 10:17:00,196,165,19.715454545454545,433.74,445.1830999999999
12494,16,77,1246.1,4,4,4,444,Champions,2010-12-09 11:31:00,2011-11-24 09:34:00,365,15,16.18311688311688,1246.1,1320.8696000000002
12497,82,14,1043.1,2,1,4,214,At Risk,2011-09-19 12:29:00,2011-09-19 12:29:00,81,81,74.50714285714285,1043.1,630.7728000000002
12498,21,23,403.7000000000001,4,2,2,422,New,2011-10-13 09:30:00,2011-11-18 12:53:00,57,20,17.55217391304348,403.70000000000005,448.7546099999999
12500,23,61,4257.82,4,4,5,445,Champions,2011-01-10 09:48:00,2011-11-16 16:20:00,333,22,69.80032786885245,4257.82,4764.682800000002
12501,337,149,2169.39,1,5,5,155,At Risk,2011-01-07 12:28:00,2011-01-07 12:28:00,336,336,14.5596644295302,2169.39,1014.5678
12502,96,147,3723.87,2,5,5,255,At Risk,2011-02-03 10:41:00,2011-09-05 11:52:00,309,95,25.332448979591835,3723.87,2767.7174
12504,18,9,482.05,4,1,2,412,New,2011-11-09 14:56:00,2011-11-21 16:02:00,29,17,53.5611111111111,482.04999999999995,1279.6377000000007
12506,233,23,73.5,1,2,1,121,Others,2011-04-21 08:54:00,2011-04-21 08:54:00,232,232,3.1956521739130435,73.5,263.7781
12507,134,21,1304.81,2,2,4,224,At Risk,2011-02-14 09:24:00,2011-07-28 17:09:00,298,133,62.13380952380952,1304.81,912.0328000000002
12508,26,69,398.27,4,4,2,442,Others,2011-11-10 16:27:00,2011-11-13 15:37:00,28,25,5.772028985507246,398.27,457.54379999999975
12509,284,7,176.5,1,1,1,111,Others,2011-02-28 14:45:00,2011-02-28 14:45:00,283,283,25.214285714285715,176.5,170.5237999999999
12510,143,33,982.57,2,3,4,234,At Risk,2011-01-18 14:04:00,2011-07-20 10:15:00,324,142,29.774848484848484,982.5699999999999,1061.5421999999992
12512,66,34,138.03,3,3,1,331,Others,2011-10-04 14:53:00,2011-10-04 14:55:00,65,65,4.059705882352941,138.03,253.76450000000006
12513,113,35,612.29,2,3,3,233,Others,2011-08-19 10:51:00,2011-08-19 10:51:00,112,112,17.494,612.29,488.5169000000001
12514,267,51,1017.68,1,3,4,134,At Risk,2011-03-17 16:38:00,2011-03-17 16:38:00,266,266,19.95450980392157,1017.6800000000001,844.9506999999999
12515,353,16,383.7,1,2,2,122,Others,2010-12-21 15:43:00,2010-12-21 15:43:00,352,352,23.98125,383.7,400.01630000000006
12516,78,26,1312.06,2,2,4,224,At Risk,2011-06-12 11:37:00,2011-09-23 09:13:00,180,77,50.46384615384615,1312.06,995.9526000000002
12517,28,284,2502.84,4,5,5,455,Champions,2011-06-02 15:13:00,2011-11-11 14:04:00,189,27,8.812816901408452,2502.84,2663.6615000000015
12518,1,124,2056.89,5,5,4,554,Champions,2011-08-21 13:18:00,2011-12-09 10:13:00,109,0,16.58782258064516,2056.89,1813.6818999999994
12519,64,18,340.84000000000003,3,2,2,322,Others,2011-10-07 09:26:00,2011-10-07 09:26:00,63,63,18.93555555555556,340.84000000000003,455.8306
12520,79,152,2634.26,2,5,5,255,At Risk,2011-03-11 11:35:00,2011-09-21 15:23:00,273,78,17.330657894736845,2634.26,2658.8656999999976
12521,143,38,599.68,2,3,3,233,Others,2011-07-20 10:51:00,2011-07-20 10:51:00,142,142,15.781052631578946,599.68,470.56489999999997
12522,39,12,192.72,3,1,1,311,Others,2011-10-19 14:41:00,2011-10-31 15:30:00,50,38,16.06,192.72,265.9481
12523,19,106,1789.77,4,4,4,444,Champions,2011-01-12 09:43:00,2011-11-20 12:55:00,331,18,16.884622641509434,1789.77,1510.7561999999996
12524,9,144,4485.72,5,5,5,555,Champions,2011-01-10 10:35:00,2011-11-30 15:31:00,333,8,31.15083333333333,4485.72,5365.653200000003
12526,1,71,1316.66,5,4,4,544,Champions,2011-09-06 14:19:00,2011-12-09 12:09:00,93,0,18.54450704225352,1316.66,1897.3748000000005
12527,82,18,348.71000000000004,2,2,2,222,Others,2011-01-18 12:05:00,2011-09-19 11:55:00,325,81,19.37277777777778,348.71000000000004,239.8097999999999
12528,9,92,1933.48,5,4,4,544,Champions,2011-01-31 09:05:00,2011-11-30 14:40:00,312,8,21.01608695652174,1933.48,1649.8891
12530,60,66,1662.28,3,4,4,344,Loyal,2011-01-07 10:04:00,2011-10-11 12:34:00,336,59,25.186060606060607,1662.28,1452.4497000000001
12531,15,17,125.22,4,2,1,421,New,2011-11-25 11:12:00,2011-11-25 11:12:00,14,14,7.365882352941177,125.22,133.50949999999995
12532,30,16,349.83000000000004,4,2,2,422,New,2011-11-09 13:47:00,2011-11-09 13:47:00,29,29,21.864375000000003,349.83000000000004,274.0738
12534,131,63,1089.18,2,4,4,244,At Risk,2011-08-01 10:26:00,2011-08-01 10:26:00,130,130,17.28857142857143,1089.18,1044.1360000000004
12535,92,34,716.35,2,3,3,233,Others,2011-06-06 12:47:00,2011-09-09 08:48:00,186,91,21.069117647058825,716.35,701.7555
12536,43,261,12601.830000000002,3,5,5,355,Loyal,2011-10-11 14:52:00,2011-10-27 14:20:00,58,42,48.2828735632184,12601.830000000002,13267.355699999993
12538,29,21,363.95,4,2,2,422,New,2011-11-10 17:16:00,2011-11-10 17:16:00,28,28,17.33095238095238,363.95,541.8490999999999
12539,22,273,5568.35,4,5,5,455,Champions,2011-01-10 09:11:00,2011-11-17 13:30:00,333,21,20.396886446886448,5568.35,5252.024200000002
12540,20,478,13400.24,4,5,5,455,Champions,2010-12-13 09:39:00,2011-11-20 11:31:00,361,19,28.03397489539749,13400.24,13437.880999999996
12541,30,52,981.18,4,3,4,434,Loyal,2011-03-04 09:32:00,2011-11-10 10:40:00,280,29,18.868846153846157,981.18,781.8615
12544,36,19,372.7,3,2,2,322,Others,2011-11-03 16:15:00,2011-11-03 16:15:00,35,35,19.61578947368421,372.7,413.55780000000004
12545,75,50,1000.39,2,3,4,234,At Risk,2011-03-25 12:04:00,2011-09-25 13:39:00,259,74,20.0078,1000.39,640.7142
12546,47,69,1161.5,3,4,4,344,Loyal,2011-09-23 09:44:00,2011-10-24 12:09:00,77,46,16.833333333333332,1161.5,1532.0709999999997
12547,198,8,207.8,1,1,1,111,Others,2011-03-04 12:46:00,2011-05-26 12:38:00,280,197,25.975,207.8,617.4451999999999
12548,166,5,95.2,2,1,1,211,Others,2011-06-26 15:35:00,2011-06-26 15:35:00,165,165,19.04,95.19999999999999,104.28799999999997
12550,79,57,964.83,2,3,4,234,At Risk,2011-09-21 14:35:00,2011-09-21 14:35:00,78,78,16.92684210526316,964.83,1287.4001999999998
12551,358,10,168.0,1,1,1,111,Others,2010-12-17 11:23:00,2010-12-17 11:23:00,357,357,16.8,168.0,200.44279999999995
12552,39,20,437.82,3,2,2,322,Others,2011-10-31 12:11:00,2011-11-01 10:02:00,39,38,21.891,437.82,279.8233000000001
12553,8,191,3692.28,5,5,5,555,Champions,2011-01-14 10:42:00,2011-12-01 16:38:00,329,7,19.33130890052356,3692.28,2681.670799999999
12556,50,121,603.71,3,4,3,343,Loyal,2011-07-11 13:35:00,2011-10-20 13:06:00,150,49,4.989338842975207,603.71,886.4611
12557,16,33,11990.96,4,3,5,435,Loyal,2010-12-03 12:20:00,2011-11-23 16:59:00,371,15,363.36242424242425,11990.960000000001,16230.889300000004
12558,8,11,269.96,5,1,2,512,New,2011-12-02 10:41:00,2011-12-02 10:41:00,7,7,24.54181818181818,269.96,288.28009999999995
12559,311,21,561.71,1,2,3,123,Others,2011-01-24 10:12:00,2011-02-02 09:49:00,319,310,26.74809523809524,561.71,775.3525999999994
12560,5,105,2134.01,5,4,5,545,Champions,2011-07-19 15:55:00,2011-12-04 13:54:00,142,4,20.323904761904764,2134.01,2016.5415
12561,303,16,238.85,1,2,1,121,Others,2011-02-10 11:39:00,2011-02-10 11:39:00,302,302,14.928125,238.85,167.4391
12562,8,168,3781.74,5,5,5,555,Champions,2011-05-25 12:44:00,2011-12-01 17:20:00,198,7,22.510357142857146,3781.7400000000002,3954.808600000001
12564,261,21,456.9,1,2,2,122,Others,2011-03-23 14:55:00,2011-03-23 14:55:00,260,260,21.75714285714286,456.90000000000003,607.3896999999994
12565,289,9,145.92000000000002,1,1,1,111,Others,2011-02-24 10:34:00,2011-02-24 10:34:00,288,288,16.213333333333335,145.92000000000002,154.77009999999996
12566,86,19,351.65,2,2,2,222,Others,2011-09-14 14:30:00,2011-09-14 14:30:00,85,85,18.507894736842104,351.65,459.56800000000004
12567,23,446,9401.28,4,5,5,455,Champions,2010-12-05 11:57:00,2011-11-17 11:02:00,369,22,21.07910313901345,9401.28,8697.304899999994
12569,2,188,4124.6900000000005,5,5,5,555,Champions,2011-04-01 13:47:00,2011-12-07 16:24:00,251,1,21.93984042553192,4124.6900000000005,4219.947700000005
12571,40,34,519.61,3,3,3,333,Loyal,2011-08-10 12:35:00,2011-10-31 10:19:00,121,39,15.28264705882353,519.61,589.5922000000002
12572,9,60,1020.42,5,4,4,544,Champions,2011-10-19 08:20:00,2011-12-01 09:20:00,51,8,17.007,1020.4200000000001,849.2123000000006
12573,227,28,160.54000000000002,1,2,1,121,Others,2011-04-26 15:52:00,2011-04-26 15:52:00,226,226,5.733571428571429,160.54000000000002,106.39389999999997
12574,316,11,218.45,1,1,1,111,Others,2011-01-28 09:20:00,2011-01-28 09:20:00,315,315,19.85909090909091,218.45000000000002,202.18169999999995
12576,36,88,1315.83,3,4,4,344,Loyal,2011-02-08 11:31:00,2011-11-04 10:11:00,304,35,14.952613636363637,1315.83,1416.9704000000002
12577,35,147,657.8,3,5,3,353,Loyal,2010-12-15 16:21:00,2011-11-04 13:24:00,358,34,4.474829931972788,657.8,791.6632000000004
12578,21,114,2794.51,4,4,5,445,Champions,2011-01-13 15:34:00,2011-11-18 13:30:00,329,20,24.51324561403509,2794.51,3163.5906999999993
12579,78,29,440.42,2,2,2,222,Others,2011-09-22 17:15:00,2011-09-22 17:15:00,77,77,15.18689655172414,440.42,373.71369999999996
