CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,FirstPurchase,LastPurchase,TenureDays,RecencyDays,AvgOrderValue
12426,195,30,582.73,1,3,3,133,Others,2011-05-29 12:26:00,2011-05-29 12:26:00,194,194,19.424333333333333
12427,22,31,825.8000000000001,4,3,3,433,Loyal,2010-12-03 10:44:00,2011-11-18 08:56:00,371,21,26.638709677419357
12428,26,294,7956.46,4,5,5,455,Champions,2011-03-01 09:33:00,2011-11-14 08:22:00,283,25,27.062789115646257
12429,9,97,3750.4,5,4,5,545,Champions,2010-12-09 12:05:00,2011-11-30 17:22:00,365,8,38.66391752577319
12430,43,11,256.4,3,1,2,312,Others,2011-10-27 15:09:00,2011-10-27 15:09:00,42,42,23.30909090909091
12431,36,235,6487.45,3,5,5,355,Loyal,2010-12-01 10:03:00,2011-11-04 11:55:00,373,35,27.606170212765957
12432,43,108,5059.32,3,4,5,345,Loyal,2011-06-20 13:27:00,2011-10-28 11:43:00,171,42,46.845555555555556
12433,1,420,13375.87,5,5,5,555,Champions,2010-12-01 13:24:00,2011-12-09 10:02:00,372,0,31.847309523809525
12434,85,50,806.14,2,3,3,233,Others,2011-03-24 13:05:00,2011-09-16 12:38:00,259,84,16.122799999999998
12435,80,36,7829.89,2,3,5,235,At Risk,2011-03-17 07:40:00,2011-09-21 09:06:00,267,79,217.49694444444447
12436,100,16,509.01,2,2,3,223,Others,2011-09-01 12:09:00,2011-09-01 12:09:00,99,99,31.813125
12437,2,199,4951.41,5,5,5,555,Champions,2011-01-12 14:13:00,2011-12-08 11:35:00,330,1,24.88145728643216
12438,14,98,2906.85,4,4,5,445,Champions,2011-07-22 13:29:00,2011-11-25 13:28:00,139,13,29.66173469387755
12441,367,11,173.55,1,1,1,111,Others,2010-12-08 10:45:00,2010-12-08 10:45:00,366,366,15.77727272727273
12442,3,12,172.06,5,1,1,511,New,2011-12-06 14:22:00,2011-12-06 14:22:00,2,2,14.338333333333333
12444,21,176,5005.46,4,5,5,455,Champions,2011-06-21 14:00:00,2011-11-18 13:23:00,170,20,28.440113636363638
12445,22,4,133.4,4,1,1,411,New,2011-11-17 18:43:00,2011-11-17 18:43:00,21,21,33.35
12446,58,57,1002.3100000000001,3,3,4,334,Loyal,2011-10-13 12:50:00,2011-10-13 12:50:00,57,57,17.584385964912283
12447,243,26,476.49,1,2,2,122,Others,2011-04-10 13:25:00,2011-04-10 13:25:00,242,242,18.326538461538462
12448,44,22,449.45,3,2,2,322,Others,2011-10-26 13:46:00,2011-10-26 13:46:00,43,43,20.429545454545455
12449,22,191,4067.29,4,5,5,455,Champions,2011-06-05 15:37:00,2011-11-17 13:46:00,186,21,21.294712041884818
12450,156,8,197.88,2,1,1,211,Others,2011-06-19 14:36:00,2011-07-06 14:41:00,172,155,24.735
12451,11,354,9035.52,5,5,5,555,Champions,2011-01-19 09:05:00,2011-11-29 08:40:00,324,10,25.524067796610172
12452,17,22,430.57000000000005,4,2,2,422,New,2011-11-23 08:05:00,2011-11-23 10:28:00,16,16,19.57136363636364
12453,134,43,707.09,2,3,3,233,Others,2011-07-28 14:08:00,2011-07-28 14:08:00,133,133,16.443953488372095
12454,56,15,3528.34,3,2,5,325,Others,2011-10-14 17:13:00,2011-10-14 17:13:00,55,55,235.22266666666667
12455,73,90,2466.86,2,4,5,245,At Risk,2011-02-16 09:56:00,2011-09-27 15:31:00,296,72,27.409555555555556
12456,44,125,3181.04,3,5,5,355,Loyal,2011-03-30 09:12:00,2011-10-26 14:41:00,254,43,25.44832
12457,66,62,2363.23,3,4,5,345,Loyal,2011-04-14 18:57:00,2011-10-04 13:13:00,238,65,38.11661290322581
12458,71,38,947.4,3,3,4,334,Loyal,2011-02-28 10:55:00,2011-09-29 15:25:00,284,70,24.931578947368422
12461,94,35,826.88,2,3,3,233,Others,2011-07-08 10:23:00,2011-09-06 16:57:00,154,93,23.62514285714286
12462,19,62,1189.59,4,4,4,444,Champions,2011-02-09 14:44:00,2011-11-21 09:11:00,302,18,19.186935483870965
12463,53,83,1344.78,3,4,4,344,Loyal,2011-04-12 12:47:00,2011-10-17 13:44:00,241,52,16.202168674698793
12464,10,29,1212.05,5,2,4,524,Others,2011-02-03 13:30:00,2011-11-29 13:33:00,308,9,41.79482758620689
12465,17,47,742.19,4,3,3,433,Loyal,2011-06-23 13:37:00,2011-11-22 16:34:00,168,16,15.791276595744682
12468,188,38,729.54,1,3,3,133,Others,2011-01-27 13:29:00,2011-06-05 11:36:00,315,187,19.198421052631577
12471,2,460,19824.05,5,5,5,555,Champions,2010-12-10 09:35:00,2011-12-07 15:43:00,364,1,43.09576086956522
12472,32,339,6572.11,4,5,5,455,Champions,2010-12-05 14:19:00,2011-11-07 14:01:00,368,31,19.386755162241887
12473,29,168,3938.55,4,5,5,455,Champions,2011-06-01 10:15:00,2011-11-10 13:46:00,191,28,23.44375
12474,17,424,7375.79,4,5,5,455,Champions,2011-01-14 10:06:00,2011-11-22 14:39:00,329,16,17.395731132075472
12475,54,36,723.38,3,3,3,333,Loyal,2011-10-17 10:10:00,2011-10-17 10:10:00,53,53,20.093888888888888
12476,16,233,6816.42,4,5,5,455,Champions,2010-12-13 14:39:00,2011-11-24 12:40:00,360,15,29.255021459227468
12477,23,300,13219.74,4,5,5,455,Champions,2011-02-11 12:45:00,2011-11-17 09:51:00,301,22,44.065799999999996
12478,4,36,680.99,5,3,3,533,Loyal,2011-12-06 09:56:00,2011-12-06 09:56:00,3,3,18.91638888888889
12479,11,31,527.2,5,3,3,533,Loyal,2011-11-28 13:26:00,2011-11-28 13:26:00,10,10,17.006451612903227
12480,28,154,3281.63,4,5,5,455,Champions,2011-01-07 15:27:00,2011-11-11 14:52:00,335,27,21.309285714285714
12481,23,217,5596.32,4,5,5,455,Champions,2010-12-09 10:13:00,2011-11-17 08:29:00,365,22,25.789493087557602
12483,17,75,2484.98,4,4,5,445,Champions,2011-01-04 14:20:00,2011-11-22 17:02:00,338,16,33.133066666666664
12484,33,346,4541.72,4,5,5,455,Champions,2011-01-07 14:04:00,2011-11-07 11:37:00,335,32,13.126358381502891
12488,10,55,1298.66,5,3,4,534,Loyal,2011-09-25 10:34:00,2011-11-30 08:50:00,75,9,23.612000000000002
12489,336,15,334.93,1,2,2,122,Others,2011-01-07 13:13:00,2011-01-07 13:13:00,335,335,22.328666666666667
12490,5,245,5417.93,5,5,5,555,Champions,2011-01-14 09:13:00,2011-12-04 16:07:00,329,4,22.114
12491,39,26,460.40000000000003,3,2,2,322,Others,2011-11-01 12:18:00,2011-11-01 12:18:00,38,38,17.70769230769231
12492,63,20,263.21000000000004,3,2,2,322,Others,2011-08-26 14:51:00,2011-10-07 15:15:00,104,62,13.160500000000003
12493,166,22,433.74,2,2,2,222,Others,2011-05-26 14:53:00,2011-06-27 10:17:00,196,165,19.715454545454545
12494,16,77,1246.1,4,4,4,444,Champions,2010-12-09 11:31:00,2011-11-24 09:34:00,365,15,16.18311688311688
12497,82,14,1043.1,2,1,4,214,At Risk,2011-09-19 12:29:00,2011-09-19 12:29:00,81,81,74.50714285714285
12498,21,23,403.70000000000005,4,2,2,422,New,2011-10-13 09:30:00,2011-11-18 12:53:00,57,20,17.55217391304348
12500,23,61,4257.82,4,4,5,445,Champions,2011-01-10 09:48:00,2011-11-16 16:20:00,333,22,69.80032786885245
12501,337,149,2169.39,1,5,5,155,At Risk,2011-01-07 12:28:00,2011-01-07 12:28:00,336,336,14.559664429530201
12502,96,147,3723.87,2,5,5,255,At Risk,2011-02-03 10:41:00,2011-09-05 11:52:00,309,95,25.332448979591835
12504,18,9,482.04999999999995,4,1,2,412,New,2011-11-09 14:56:00,2011-11-21 16:02:00,29,17,53.5611111111111
12506,233,23,73.5,1,2,1,121,Others,2011-04-21 08:54:00,2011-04-21 08:54:00,232,232,3.1956521739130435
12507,134,21,1304.81,2,2,4,224,At Risk,2011-02-14 09:24:00,2011-07-28 17:09:00,298,133,62.13380952380952
12508,26,69,398.27,4,4,2,442,Others,2011-11-10 16:27:00,2011-11-13 15:37:00,28,25,5.772028985507246
12509,284,7,176.5,1,1,1,111,Others,2011-02-28 14:45:00,2011-02-28 14:45:00,283,283,25.214285714285715
12510,143,33,982.5699999999999,2,3,4,234,At Risk,2011-01-18 14:04:00,2011-07-20 10:15:00,324,142,29.774848484848484
12512,66,34,138.03,3,3,1,331,Others,2011-10-04 14:53:00,2011-10-04 14:55:00,65,65,4.059705882352941
12513,113,35,612.29,2,3,3,233,Others,2011-08-19 10:51:00,2011-08-19 10:51:00,112,112,17.494
12514,267,51,1017.6800000000001,1,3,4,134,At Risk,2011-03-17 16:38:00,2011-03-17 16:38:00,266,266,19.95450980392157
12515,353,16,383.7,1,2,2,122,Others,2010-12-21 15:43:00,2010-12-21 15:43:00,352,352,23.98125
12516,78,26,1312.06,2,2,4,224,At Risk,2011-06-12 11:37:00,2011-09-23 09:13:00,180,77,50.46384615384615
12517,28,284,2502.84,4,5,5,455,Champions,2011-06-02 15:13:00,2011-11-11 14:04:00,189,27,8.812816901408452
12518,1,124,2056.89,5,5,4,554,Champions,2011-08-21 13:18:00,2011-12-09 10:13:00,109,0,16.58782258064516
12519,64,18,340.84000000000003,3,2,2,322,Others,2011-10-07 09:26:00,2011-10-07 09:26:00,63,63,18.935555555555556
12520,79,152,2634.26,2,5,5,255,At Risk,2011-03-11 11:35:00,2011-09-21 15:23:00,273,78,17.330657894736845
12521,143,38,599.68,2,3,3,233,Others,2011-07-20 10:51:00,2011-07-20 10:51:00,142,142,15.781052631578946
12522,39,12,192.72,3,1,1,311,Others,2011-10-19 14:41:00,2011-10-31 15:30:00,50,38,16.06
12523,19,106,1789.77,4,4,4,444,Champions,2011-01-12 09:43:00,2011-11-20 12:55:00,331,18,16.884622641509434
12524,9,144,4485.72,5,5,5,555,Champions,2011-01-10 10:35:00,2011-11-30 15:31:00,333,8,31.150833333333335
12526,1,71,1316.66,5,4,4,544,Champions,2011-09-06 14:19:00,2011-12-09 12:09:00,93,0,18.54450704225352
12527,82,18,348.71000000000004,2,2,2,222,Others,2011-01-18 12:05:00,2011-09-19 11:55:00,325,81,19.37277777777778
12528,9,92,1933.48,5,4,4,544,Champions,2011-01-31 09:05:00,2011-11-30 14:40:00,312,8,21.01608695652174
12530,60,66,1662.28,3,4,4,344,Loyal,2011-01-07 10:04:00,2011-10-11 12:34:00,336,59,25.186060606060607
12531,15,17,125.22,4,2,1,421,New,2011-11-25 11:12:00,2011-11-25 11:12:00,14,14,7.365882352941177
12532,30,16,349.83000000000004,4,2,2,422,New,2011-11-09 13:47:00,2011-11-09 13:47:00,29,29,21.864375000000003
12534,131,63,1089.18,2,4,4,244,At Risk,2011-08-01 10:26:00,2011-08-01 10:26:00,130,130,17.28857142857143
12535,92,34,716.35,2,3,3,233,Others,2011-06-06 12:47:00,2011-09-09 08:48:00,186,91,21.069117647058825
12536,43,261,12601.830000000002,3,5,5,355,Loyal,2011-10-11 14:52:00,2011-10-27 14:20:00,58,42,48.282873563218395
12538,29,21,363.95,4,2,2,422,New,2011-11-10 17:16:00,2011-11-10 17:16:00,28,28,17.33095238095238
12539,22,273,5568.35,4,5,5,455,Champions,2011-01-10 09:11:00,2011-11-17 13:30:00,333,21,20.396886446886448
12540,20,478,13400.24,4,5,5,455,Champions,2010-12-13 09:39:00,2011-11-20 11:31:00,361,19,28.03397489539749
12541,30,52,981.18,4,3,4,434,Loyal,2011-03-04 09:32:00,2011-11-10 10:40:00,280,29,18.868846153846153
12544,36,19,372.7,3,2,2,322,Others,2011-11-03 16:15:00,2011-11-03 16:15:00,35,35,19.61578947368421
12545,75,50,1000.39,2,3,4,234,At Risk,2011-03-25 12:04:00,2011-09-25 13:39:00,259,74,20.0078
12546,47,69,1161.5,3,4,4,344,Loyal,2011-09-23 09:44:00,2011-10-24 12:09:00,77,46,16.833333333333332
12547,198,8,207.8,1,1,1,111,Others,2011-03-04 12:46:00,2011-05-26 12:38:00,280,197,25.975
12548,166,5,95.19999999999999,2,1,1,211,Others,2011-06-26 15:35:00,2011-06-26 15:35:00,165,165,19.04
12550,79,57,964.83,2,3,4,234,At Risk,2011-09-21 14:35:00,2011-09-21 14:35:00,78,78,16.92684210526316
12551,358,10,168.0,1,1,1,111,Others,2010-12-17 11:23:00,2010-12-17 11:23:00,357,357,16.8
12552,39,20,437.82,3,2,2,322,Others,2011-10-31 12:11:00,2011-11-01 10:02:00,39,38,21.891
12553,8,191,3692.28,5,5,5,555,Champions,2011-01-14 10:42:00,2011-12-01 16:38:00,329,7,19.33130890052356
12556,50,121,603.71,3,4,3,343,Loyal,2011-07-11 13:35:00,2011-10-20 13:06:00,150,49,4.989338842975207
12557,16,33,11990.960000000001,4,3,5,435,Loyal,2010-12-03 12:20:00,2011-11-23 16:59:00,371,15,363.36242424242425
12558,8,11,269.96,5,1,2,512,New,2011-12-02 10:41:00,2011-12-02 10:41:00,7,7,24.54181818181818
12559,311,21,561.71,1,2,3,123,Others,2011-01-24 10:12:00,2011-02-02 09:49:00,319,310,26.74809523809524
12560,5,105,2134.01,5,4,5,545,Champions,2011-07-19 15:55:00,2011-12-04 13:54:00,142,4,20.323904761904764
12561,303,16,238.85,1,2,1,121,Others,2011-02-10 11:39:00,2011-02-10 11:39:00,302,302,14.928125
12562,8,168,3781.7400000000002,5,5,5,555,Champions,2011-05-25 12:44:00,2011-12-01 17:20:00,198,7,22.510357142857146
12564,261,21,456.90000000000003,1,2,2,122,Others,2011-03-23 14:55:00,2011-03-23 14:55:00,260,260,21.75714285714286
12565,289,9,145.92000000000002,1,1,1,111,Others,2011-02-24 10:34:00,2011-02-24 10:34:00,288,288,16.213333333333335
12566,86,19,351.65,2,2,2,222,Others,2011-09-14 14:30:00,2011-09-14 14:30:00,85,85,18.507894736842104
12567,23,446,9401.28,4,5,5,455,Champions,2010-12-05 11:57:00,2011-11-17 11:02:00,369,22,21.079103139013455
12569,2,188,4124.6900000000005,5,5,5,555,Champions,2011-04-01 13:47:00,2011-12-07 16:24:00,251,1,21.93984042553192
12571,40,34,519.61,3,3,3,333,Loyal,2011-08-10 12:35:00,2011-10-31 10:19:00,121,39,15.28264705882353
12572,9,60,1020.4200000000001,5,4,4,544,Champions,2011-10-19 08:20:00,2011-12-01 09:20:00,51,8,17.007
12573,227,28,160.54000000000002,1,2,1,121,Others,2011-04-26 15:52:00,2011-04-26 15:52:00,226,226,5.733571428571429
12574,316,11,218.45000000000002,1,1,1,111,Others,2011-01-28 09:20:00,2011-01-28 09:20:00,315,315,19.85909090909091
12576,36,88,1315.83,3,4,4,344,Loyal,2011-02-08 11:31:00,2011-11-04 10:11:00,304,35,14.952613636363635
12577,35,147,657.8,3,5,3,353,Loyal,2010-12-15 16:21:00,2011-11-04 13:24:00,358,34,4.474829931972788
12578,21,114,2794.51,4,4,5,445,Champions,2011-01-13 15:34:00,2011-11-18 13:30:00,329,20,24.51324561403509
12579,78,29,440.42,2,2,2,222,Others,2011-09-22 17:15:00,2011-09-22 17:15:00,77,77,15.18689655172414
12580,247,24,415.7,1,2,2,122,Others,2011-04-07 10:24:00,2011-04-07 10:24:00,246,246,17.320833333333333
12581,40,15,197.71,3,2,1,321,Others,2011-10-31 08:56:00,2011-10-31 08:56:00,39,39,13.180666666666667
12582,239,22,511.36,1,2,3,123,Others,2011-02-24 11:42:00,2011-04-15 08:45:00,288,238,23.243636363636366
12583,3,247,7281.38,5,5,5,555,Champions,2010-12-01 08:45:00,2011-12-07 08:07:00,373,2,29.47927125506073
12584,4,96,2338.15,5,4,5,545,Champions,2011-03-04 15:15:00,2011-12-06 09:35:00,279,3,24.355729166666666
12585,234,87,2040.1,1,4,4,144,At Risk,2010-12-23 12:58:00,2011-04-19 13:39:00,350,233,23.44942528735632
12586,17,11,196.94000000000003,4,1,1,411,New,2011-11-22 16:24:00,2011-11-22 16:24:00,16,16,17.903636363636366
12587,8,4,144.0,5,1,1,511,New,2011-12-02 12:47:00,2011-12-02 12:47:00,7,7,36.0
12588,39,10,214.89999999999998,3,1,1,311,Others,2011-10-31 15:01:00,2011-10-31 15:01:00,38,38,21.49
12589,29,35,646.68,4,3,3,433,Loyal,2011-07-18 12:05:00,2011-11-11 10:19:00,144,28,18.47657142857143
12590,211,68,9864.26,1,4,5,145,At Risk,2011-05-12 14:46:00,2011-05-12 14:52:00,210,210,145.06264705882353
12591,317,26,452.84999999999997,1,2,2,122,Others,2011-01-26 14:35:00,2011-01-26 14:35:00,316,316,17.41730769230769
12592,92,18,437.6,2,2,2,222,Others,2011-05-10 13:44:00,2011-09-08 15:04:00,212,91,24.311111111111114
12593,109,21,418.1,2,2,2,222,Others,2011-05-05 09:29:00,2011-08-23 12:43:00,218,108,19.90952380952381
12594,38,118,3338.2200000000003,3,4,5,345,Loyal,2011-01-21 09:52:00,2011-11-02 12:20:00,322,37,28.290000000000003
12596,51,27,618.27,3,2,3,323,Others,2011-04-11 13:22:00,2011-10-19 13:02:00,241,50,22.898888888888887
12597,19,206,3811.22,4,5,5,455,Champions,2011-03-16 14:00:00,2011-11-20 13:33:00,267,18,18.50106796116505
12598,10,132,3023.08,5,5,5,555,Champions,2011-02-28 11:58:00,2011-11-30 12:18:00,284,9,22.902121212121212
12599,29,62,1032.58,4,4,4,444,Champions,2011-02-08 13:28:00,2011-11-10 13:34:00,303,28,16.654516129032256
12600,29,64,2599.04,4,4,5,445,Champions,2010-12-03 12:57:00,2011-11-11 10:29:00,370,28,40.61
12601,190,28,577.0600000000001,1,2,3,123,Others,2011-01-11 10:38:00,2011-06-03 10:17:00,332,189,20.609285714285715
12602,59,12,153.12,3,1,1,311,Others,2011-10-12 11:22:00,2011-10-12 11:22:00,58,58,12.76
12603,22,2,739.1999999999999,4,1,3,413,Others,2011-11-18 10:42:00,2011-11-18 10:42:00,21,21,369.59999999999997
12604,79,16,254.18,2,2,2,222,Others,2011-03-23 12:06:00,2011-09-21 14:08:00,261,78,15.88625
12607,60,101,1579.51,3,4,4,344,Loyal,2011-10-10 16:06:00,2011-10-10 16:06:00,59,59,15.63871287128713
12609,78,60,1126.85,2,4,4,244,At Risk,2011-01-25 15:13:00,2011-09-22 16:34:00,317,77,18.78083333333333
12610,23,106,2099.54,4,4,5,445,Champions,2011-08-05 13:52:00,2011-11-17 09:34:00,125,22,19.80698113207547
12611,52,65,1193.32,3,4,4,344,Loyal,2011-10-18 13:12:00,2011-10-18 13:12:00,51,51,18.35876923076923
12612,74,19,704.04,2,2,3,223,Others,2011-09-26 15:35:00,2011-09-26 15:35:00,73,73,37.054736842105264
12613,57,153,3344.38,3,5,5,355,Loyal,2011-03-22 15:42:00,2011-10-13 14:59:00,261,56,21.858692810457516
12614,278,20,315.6,1,2,2,122,Others,2011-03-07 10:22:00,2011-03-07 10:22:00,277,277,15.780000000000001
12615,2,105,2291.19,5,4,5,545,Champions,2011-06-24 13:35:00,2011-12-07 15:02:00,167,1,21.820857142857143
12616,95,32,713.3,2,3,3,233,Others,2011-02-15 14:17:00,2011-09-05 15:17:00,296,94,22.290625
12617,29,42,355.53000000000003,4,3,2,432,Others,2011-11-10 14:39:00,2011-11-10 14:39:00,28,28,8.465
12618,22,11,177.31,4,1,1,411,New,2011-11-18 11:10:00,2011-11-18 11:10:00,21,21,16.11909090909091
12619,16,90,3641.24,4,4,5,445,Champions,2011-03-31 13:10:00,2011-11-23 14:52:00,252,15,40.45822222222222
12620,15,92,1339.41,4,4,4,444,Champions,2011-05-19 12:10:00,2011-11-25 10:20:00,204,14,14.558804347826088
12621,2,467,13689.67,5,5,5,555,Champions,2010-12-09 10:16:00,2011-12-08 11:25:00,365,1,29.31406852248394
